file,question,answer
./data/hansung_data/student_information.txt,한성대학교의 비교과 포인트 제도에서 졸업 전까지 모아야 할 포인트와 주의사항은 무엇인가요?,"졸업 전까지 총 800포인트를 모아야 하며, 한 학기에 최대 200포인트까지 채울 수 있고, 초과 시 이월되는데 이월도 최대 200포인트까지만 가능합니다."
./data/hansung_data/student_information.txt,한성대학교에서 일반전과와 교차전과의 지원 자격은 어떻게 되나요?,"일반전과는 3, 4, 5, 6, 7학기 재학 중인 학생으로 징계처분을 받은 사실이 없어야 하며, 교차전과는 4, 5학기 재학생으로 성적 평점이 3.0 이상이거나 2017학년도 신입생 중 휴학한 적이 없는 자는 5학기 또는 7학기 재학 중 지원 가능합니다."
./data/hansung_data/student_information.txt,한성대학교의 성적 재수강 조건과 최대 성적은 무엇인가요?,"C이하부터 재수강이 가능하며, 재수강 시 취득 가능한 최대 성적은 A0입니다."
./data/hansung_data/student_information.txt,한성대학교의 학사경고 기준과 제적 조건은 어떻게 되나요?,"학기 성적 평점평균이 1.75 미만인 경우나 휴학 없이 수강신청을 하지 않은 경우 학사경고가 부여되며, 연속 3회 혹은 통산 5회의 학사경고를 받은 경우 제적됩니다."
./data/hansung_data/student_information.txt,한성대학교의 각종 학사 서비스는 어떤 사이트에서 이루어지나요?,"학적조회, 성적조회, 수강신청, 휴학 및 복학신청 등은 종합정보시스템에서 이루어지며, 강의자료나 강의영상은 eclass에서 제공됩니다."
./data/hansung_data/student_information.txt,"한성대학교의 대동제 축제는 언제 진행되며, 어떤 프로그램들이 포함되나요?","한성대학교 대동제는 매년 봄 또는 가을에 진행되며, 낙산가요제, 영화제, 동아리공연 등의 행사가 포함됩니다."
./data/hansung_data/student_information.txt,한성대학교의 교내 와이파이 이용 방법과 품질은 어떤가요?,"교내 와이파이는 본인 학번과 종합정보시스템 비밀번호를 입력하여 이용할 수 있으며, 와이파이 품질은 좋지 않은 편입니다."
./data/hansung_data/student_information.txt,한성대학교 동아리연합회의 기능은 무엇인가요?,"한성대학교 동아리연합회는 동아리 상호간의 연대 활동을 도모하고, 각 동아리의 권익과 발전을 위해 자율적이고 독자적인 활동을 수행합니다. 동아리연합회장은 총학생회의 운영위원으로 참여해 동아리연합을 대표합니다."
./data/hansung_data/student_information.txt,한성대학교 학생들이 이용할 수 있는 학술정보관 서비스는 무엇인가요?,"한성대학교 학술정보관에서는 소장자료 조회, 대출 예약, 열람실 좌석 예약 등을 할 수 있습니다. 또한, 다양한 학술정보 사이트를 무료로 이용하고 각종 온라인 강의를 무료로 수강할 수 있습니다."
./data/hansung_data/student_information.txt,한성대학교의 건강체육시설 이용 시간은 어떻게 되나요?,"한성대학교 체력단련실은 낙산관 4층에서 학기 중에는 07:00-22:00, 방학 중에는 08:00-21:00까지 운영됩니다. 상상빌리지 지하 2층의 체력단련실은 05:00-24:00까지 운영되며, 기숙사생이 아닌 경우 05:00-22:00까지 이용 가능합니다."
./data/hansung_data/student_information.txt,한성대학교의 학내 카페 운영 시간은 어떻게 되나요?,"한성대학교의 팥고당은 학기 중에 08:00-20:00, 토요일에는 08:00-19:00까지 운영되며, 방학 중에는 08:00-19:00까지 운영되고 토요일은 미운영됩니다. 연구관 1층의 오뜨는 상상파크 내에 있으며 평일 08:30-19:00까지 운영됩니다."
./data/hansung_data/student_information.txt,한성대학교 기숙사에서는 통행금지가 있나요?,"네, 한성대학교 기숙사에서는 24:00-05:00 사이에 통행금지가 있으며, 이 시간에 기숙사를 출입하면 벌점이 부여됩니다."
./data/hansung_data/student_information.txt,한성대학교의 학생식당 운영 시간은 어떻게 되나요?,"한성대학교 창의관 지하 1층에 위치한 학생식당은 학기 중에는 11:00-19:00, 방학 중에는 11:00-17:00까지 운영됩니다. 교직원식당은 역시 창의관 지하 1층에 있으며, 11:00-13:30까지 운영됩니다."
./data/hansung_data/student_information.txt,한성대의 학습복합공간 중 창의열람실의 운영 시간은 어떻게 되나요?,"한성대학교 미래관 3층에 위치한 창의열람실은 06:30-23:00까지 운영되며, 시험 기간에는 24시간 운영됩니다."
./data/hansung_data/student_information.txt,한성대학교의 학사 시스템을 이용하려면 어떻게 해야 하나요?,"한성대학교의 학사 시스템은 종합정보시스템을 통해 이용할 수 있으며, 여기서 개인 학적 조회, 성적 조회, 수업 계획서 및 개인 시간표 조회, 수강 신청, 트랙 신청, 휴학 및 복학 신청, 수업 평가 등의 기능을 제공합니다."
./data/hansung_data/student_information.txt,"한성대학교의 축제는 언제 열리며, 어떤 행사가 진행되나요?","한성대학교의 대동제는 매년 봄 또는 가을에 열리며, 낙산가요제, 영화제, 동아리 공연 등 다양한 행사가 진행됩니다. 예를 들어, 2022년 대동제에서는 김치전과 전통주 시음이 포함된 행사가 진행되었습니다."
./data/hansung_data/history.txt,한성대학교 종합정보시스템에서는 어떤 기능들을 이용할 수 있나요?,"종합정보시스템에서는 개인 학적 조회, 성적 조회, 수업계획서 및 시간표 조회, 수강신청, 트랙신청, 휴학 및 복학신청, 수업 평가 등 학사 시스템 전반을 이용할 수 있습니다."
./data/hansung_data/history.txt,한성대학교의 고시반에서는 어떤 시험을 준비할 수 있나요?,"한성대학교 고시반에서는 행정고시, CPA(공인회계사), 감정평가사, 관세사, 임용고사 등을 준비할 수 있습니다."
./data/hansung_data/history.txt,한성대학교의 캠퍼스 내 체력단련실의 위치와 운영 시간은 어떻게 되나요?,"한성대학교의 체력단련실은 낙산관 4층과 상상빌리지 지하2층에 위치해 있으며, 학기 중 운영 시간은 07:00~22:00, 방중은 08:00~21:00입니다."
./data/hansung_data/history.txt,한성대학교 학생증에는 어떤 기능이 갖춰져 있나요?,"한성대학교 학생증은 체크카드 기능이 별도로 나눠져 있으며, 학술정보관 출입, 도서 대출, 열람실 좌석 예약 시 바코드로 사용됩니다."
./data/hansung_data/history.txt,한성대학교 기숙사의 통행금지 시간은 언제인가요?,한성대학교 기숙사의 통행금지 시간은 24:00~05:00입니다.
./data/hansung_data/history.txt,한성대학교의 트랙제는 무엇인가요?,트랙제는 학과 개념 대신 학생들이 세분화된 전공 단위를 선택하고 변경할 수 있는 제도입니다.
./data/hansung_data/history.txt,"한성대학교의 학생식당은 어디에 위치해 있으며, 운영 시간은 어떻게 되나요?","한성대학교 학생식당은 창의관 지하1층에 위치해 있으며, 학기 중 운영 시간은 11:00~19:00, 방중에는 11:00~17:00입니다."
./data/hansung_data/history.txt,한성대학교 상상관 12층 야외전망대에서는 무엇을 볼 수 있나요?,상상관 12층 야외전망대에서는 성북구와 종로구 일대의 전망을 훤히 내려다볼 수 있습니다.
./data/hansung_data/history.txt,한성대학교는 어떤 학문 분야들에서 우수한 평가를 받은 적이 있나요?,한성대학교는 기계시스템공학과와 무용학과에서 우수대학으로 선정된 바 있습니다.
./data/hansung_data/student_information.txt,한성대학교가 현재 위치에 설립된 이유는 무엇인가요?,"한성대학교는 일제강점기 때 설립된 경성여자기예학교가 현재 위치에 있었고, 광복 이후 김의형 박사가 그 시설과 부지를 인수하면서 그 자리에 세워졌기 때문입니다."
./data/hansung_data/student_information.txt,한성대학교의 캠퍼스가 대로변이 아닌 주택가 안쪽에 있는 이유는 무엇인가요?,"경성여자기예학교가 주택가 안쪽에 있었고, 광복 후 그 자리를 한성학원이 인수하면서 그대로 사용했기 때문입니다."
./data/hansung_data/student_information.txt,한성대학교는 언제 정규 4년제 종합대학교로 승격되었나요?,한성대학교는 1993년 3월 1일에 정규 4년제 종합대학교로 승격되었습니다.
./data/hansung_data/student_information.txt,한성대학교의 특이한 과거의 시험제도는 무엇이 있었나요?,1994년에 본고사 제도가 부활하면서 대부분 명문대와 함께 본고사를 시행하여 한성대학교의 인지도가 크게 상승하였습니다.
./data/hansung_data/student_information.txt,한성대학교 캠퍼스의 상징적인 공간 중 하나인 옥상정원이 있는 건물은 어디인가요?,상상관 12층에 전망대와 옥상정원이 조성되어 있습니다.
./data/hansung_data/student_information.txt,한성대학교가 과거 서울 내 신규 대학 설립 막차를 탄 덕분에 어떤 이점을 얻었나요?,한성대학교는 서울 내 신규 대학 설립 억제정책 덕분에 인지도가 올라가며 기존 대학들과 경쟁할 수 있는 기회를 얻었습니다.
./data/hansung_data/student_information.txt,한성대학교의 대표적인 학습 공간은 어디인가요?,한성대학교의 대표적인 학습 공간으로는 미래관 3층과 4층에 위치한 창의열람실과 집중열람실이 있습니다.
./data/hansung_data/student_information.txt,한성대학교의 대동제 축제에서 유명한 라인업을 가진 해는 언제였나요?,"2019년 대동제에는 마마무, WINNER, BewhY, 폴킴 등이 축하공연을 진행하여 화제가 되었습니다."
./data/hansung_data/student_information.txt,한성대학교의 학생복지 위원회에서 제공하는 편의시설은 어떤 것이 있나요?,"학생복지위원회는 보조배터리, 우산, 담요 등의 물품 대여와 주차권 판매 등을 진행하고 있습니다."
./data/hansung_data/hubby.txt,한성대학교의 트랙제도는 무엇인가요?,"트랙제는 2017년부터 시행되고 있는 제도로, 학과 간 벽을 허물어 세분화한 독립된 교육과정을 갖춘 정원 제한 없는 학사 단위를 말합니다. 1학년 때 자유롭게 전공 과목을 들어보고, 2학년 때 2개의 전공을 선택하는 제도입니다."
./data/hansung_data/hubby.txt,한성대학교에서 교양 필수 과목 변경 사항이 있나요?,"네, 2024학년도부터 교양 이수체계가 개편되어 교양 필수 13학점, 선택 필수 교양 15학점, 일반 교양 3학점으로 최소 31학점 이상 이수해야 합니다."
./data/hansung_data/hubby.txt,한성대학교의 전과 절차는 어떻게 되나요?,"전과 절차는 종합정보시스템에서 신청 후, 지원서 출력, 전출입 학부 과장 승인, 성적증명서 1부 제출, 지원서 제출, 심사를 거쳐 이루어집니다. 일반학부과에서 예능계열로의 전부는 허용되지 않습니다."
./data/hansung_data/hubby.txt,한성대학교의 비교과 포인트 제도는 무엇인가요?,"비교과 포인트 제도는 교과 영역 외의 비교과 활동 참여 시 포인트를 지급받는 제도로, 졸업 전까지 총 800포인트를 모아야 합니다. 한 학기에 최대 200포인트를 채울 수 있으며, 초과 시 이월됩니다."
./data/hansung_data/hubby.txt,한성대학교의 심화전공 과정은 무엇인가요?,"심화전공 과정은 학과 및 전공 입학자만 이수할 수 있는 과정으로, 타 전공을 이수하지 않고 한 전공만 78학점을 이수하는 과정입니다. 이 경우 트랙 선택 기간에 제1트랙과 제2트랙을 모두 본인 학과로 지정하면 됩니다."
./data/hansung_data/hubby.txt,한성대학교의 융합전공 I 부전공 과정은 몇 학점을 이수해야 하나요?,"융합전공 I 부전공 과정에서는 제1전공 39학점, 제2전공 39학점, 제3전공 21학점, 총 99학점을 이수해야 합니다."
./data/hansung_data/hubby.txt,한성대학교에서 학사경고를 몇 회 받으면 제적되나요?,"한성대학교에서는 연속 3회 혹은 통산 5회의 학사경고를 받은 경우 제적되며, 학사경고 제적 후 재입학한 학생이 학사경고를 2회 받을 경우 다시 제적됩니다."
./data/hansung_data/hubby.txt,한성대학교의 교내동아리를 관리하는 동아리연합회의 주요 행사는 무엇인가요?,"동아리연합회의 주요 행사는 새터, 동아리 한마당, LT, 대동제, 농활, 지역연대활동, 웅비제 등입니다."
./data/hansung_data/hubby.txt,한성대학교에서 학점 교류가 가능한 국내 대학은 어떤 곳들인가요?,"한성대학교에서 학점 교류가 가능한 국내 대학으로는 가톨릭대학교, 건국대학교, 광운대학교, 동국대학교, 명지대학교, 서울과학기술대학교, 중앙대학교, 홍익대학교 등 서울권 대학과 일부 국립대학이 있습니다."
./data/hansung_data/school_information.txt,한성대학교의 스마트자기관리시스템은 어떤 목적으로 사용되나요?,"한성대학교의 스마트자기관리시스템은 비교과 프로그램 참여를 위해 사용되며, 프로그램 참여 시 비교과 포인트가 지급되고 이 포인트를 통해 졸업 요건을 충족할 수 있습니다. 또한, 지금까지 이수한 비교과 프로그램 및 누적 포인트 조회도 가능합니다."
./data/hansung_data/school_information.txt,한성대학교의 학생증 발급 절차는 어떻게 되나요?,"한성대학교의 실물 학생증은 상상관 1층에 위치한 학생원스톱지원센터에서 신규 발급 시 무료로, 재발급 시 2000원의 수수료를 납부 후 받을 수 있습니다. 사진은 종합정보시스템에 등록된 기본 사진이 사용되며, 다른 사진을 원할 경우 사진 파일을 별도로 제출하면 됩니다."
./data/hansung_data/school_information.txt,한성대학교의 도서관에서 어떤 무료 서비스를 제공하나요?,"한성대학교 학술정보관에서는 소장자료 조회 및 대출예약, 열람실 좌석 예약 등의 서비스를 제공하며, 여러 학술정보 사이트를 무료로 이용할 수 있습니다. 또한, 토익 및 토플, 공인중개사, 주택관리사, 공무원 시험, NCS, 한국사능력시험, 어학시험, 컴퓨터활용능력 등 다양한 온라인 강의를 무료로 수강할 수 있습니다."
./data/hansung_data/school_information.txt,한성대학교에서는 어떤 체육시설을 이용할 수 있나요?,"한성대학교에는 체력단련실, 탁구장, 라켓볼장, 요가실, GX룸, 풋살장, 체육관 등이 있으며, 상상빌리지와 낙산관에 위치한 체력단련실은 재학생이 무료로 이용할 수 있습니다. 건강관리실도 상상관에 위치하고 있어 학생들이 무료로 이용할 수 있습니다."
./data/hansung_data/school_information.txt,한성대학교의 트랙제도는 무엇인가요?,"한성대학교의 트랙제도는 1학년 때 다양한 트랙전공을 경험한 후, 2학년 때 두 개의 트랙을 선택해 전공하는 제도입니다. 제1트랙은 본인이 속한 학부에서 선택해야 하지만, 제2트랙은 문과, 이과, 예체능 계열 상관없이 자유롭게 선택할 수 있으며, 필요시 트랙 변경도 가능합니다."
./data/hansung_data/school_information.txt,한성대학교에서 이용할 수 있는 휴게공간은 어디에 있나요?,"한성대학교에는 상상관 7층의 휴게실, 공학관 1층의 휴게실, 상상빌리지 지하1층의 휴게실 등이 있으며, 옥상정원과 전망대, 각 건물 옥상의 정원, 상상관 12층의 상상홀, 그리고 각종 광장과 테라스 등 다양한 휴게공간이 마련되어 있습니다."
./data/hansung_data/school_information.txt,한성대학교의 학술정보관 열람실 운영 시간은 어떻게 되나요?,"한성대학교 학술정보관의 창의열람실과 집중열람실은 학기 중 06:30부터 23:00까지 운영되며, 시험기간에는 24시간 운영됩니다. 또한, 우촌관열람실은 24시간 운영되고 있습니다."
./data/hansung_data/school_information.txt,한성대학교의 축제인 대동제는 언제 열리나요?,"한성대학교의 대동제는 매년 봄 또는 가을에 열리며, 낙산가요제, 영화제, 동아리 공연 등 다양한 행사가 진행됩니다. 최근에는 풋살장에 무대를 설치해 공연을 진행하고 있습니다."
./data/hansung_data/school_information.txt,한성대학교의 주차 요금과 주차장 정보는 무엇인가요?,"한성대학교 캠퍼스 내 일반 차량 출입은 제한되며, 특별한 경우가 아니면 지하주차장을 제외한 출입구에서 차량 통행이 불가합니다. 주차 요금은 1일 최대 1만원이며, 한성여고 주차장에서 한달 주차권을 8만원에 판매하고, 학생복지위원회에서 종일권을 5000원에 구매할 수 있습니다."
./data/hansung_data/hubby.txt,한성대학교의 미래융합사회과학대학에는 어떤 전공이 있나요?,"한성대학교의 미래융합사회과학대학은 국제무역트랙, 글로벌비즈니스트랙, 기업경제분석트랙, 경제금융투자트랙, 공공행정트랙, 법정책트랙, 부동산트랙, 스마트도시교통계획트랙, 기업경영트랙, 벤처경영트랙, 회계재무경영트랙 등 다양한 전공을 제공합니다."
./data/hansung_data/hubby.txt,한성대학교에서 동아리 가입 절차는 어떻게 되나요?,"한성대학교에서 동아리 가입을 희망하는 학생은 1학기 동안 동아리활동을 참관하면서 동아리의 성격과 적격여부를 판단하고, 2학기 초에 가입할 수 있습니다. 신입생은 1학기에 준회원, 2학기에 정회원으로 가입할 수 있습니다."
./data/hansung_data/hubby.txt,한성대학교의 동아리연합회는 어떤 역할을 하나요?,"한성대학교의 동아리연합회는 동아리 상호간의 연대활동을 도모하고, 각 동아리의 권익과 발전을 위해 자율적이고 독자적인 활동을 담당합니다. 동아리연합회장은 총학생회의 운영위원으로 참여하여 동아리연합을 대표합니다."
./data/hansung_data/hubby.txt,한성대학교의 크리에이티브인문예술대학에는 어떤 전공이 있나요?,"한성대학교의 크리에이티브인문예술대학에는 영미문화콘텐츠트랙, 영미언어정보트랙, 한국어교육트랙, 역사문화큐레이션트랙, 역사콘텐츠트랙, 지식정보문화트랙, 디지털인문정보학트랙, 동양화전공, 서양화전공, 한국무용전공, 현대무용전공, 발레전공 등이 있습니다."
./data/hansung_data/hubby.txt,한성대학교의 중앙동아리에는 어떤 종류의 동아리가 있나요?,"한성대학교의 중앙동아리에는 공연예술분과, 종교분과, 학술분과, 체육분과, 평면예술분과, 취미봉사분과 등 다양한 분과가 있습니다. 예를 들어, 공연예술분과에는 메탈 민족예술연구회탈패, 클래식기타, 연극 등의 동아리가 있습니다."
./data/hansung_data/hubby.txt,한성대학교의 디자인대학에서 제공하는 전공은 무엇이 있나요?,"한성대학교의 디자인대학은 패션디자인트랙, 패션마케팅트랙, 패션크리에이티브디렉션트랙, 뉴미디어광고커뮤니케이션디자인트랙, 영상애니메이션디자인트랙, UXUI디자인트랙, 브랜드패키지디자인트랙, 인테리어디자인트랙, VMD전시디자인트랙, 게임그래픽디자인트랙, 뷰티디자인매니지먼트학과, 뷰티매니지먼트학과 등의 전공을 제공합니다."
./data/hansung_data/hubby.txt,한성대학교의 IT공과대학에는 어떤 학부와 트랙이 있나요?,"한성대학교의 IT공과대학에는 컴퓨터공학부와 기계전자공학부, 산업시스템공학부가 있습니다. 각 학부에서 모바일소프트웨어트랙, 빅데이터트랙, 디지털콘텐츠가상현실트랙, 웹공학트랙, 전자트랙, 시스템반도체트랙, 기계설계트랙, 기계자동화트랙, 산업공학트랙, 지능형제조시스템트랙, 스마트제조혁신컨설팅학과 등의 트랙을 제공하고 있습니다."
./data/hansung_data/hubby.txt,한성대학교의 창의융합대학에서는 어떤 학부와 학과가 있나요?,"한성대학교의 창의융합대학에는 상상력인재학부, 문학문화콘텐츠학과, AI응용학과, 융합보안학과, 미래모빌리티학과 등이 있습니다."
./data/hansung_data/hubby.txt,한성대학교에서 동아리 활동과 관련된 주요 행사는 어떤 것들이 있나요?,"한성대학교의 동아리 관련 주요 행사로는 2월 새터 동아리 홍보 및 공연, 3월 동아리한마당, 5월 대동제 댄스 페스티발, 7월 농활, 10월 웅비제 가요제, 영화제, 체육대회 등이 있습니다."
./data/hansung_data/hubby.txt,한성대학교의 상징물 중 거북이 갖는 의미는 무엇인가요?,"거북은 슬기롭고 신령스러운 동물로, 짧은 기간 내에 성장하여 유구한 발전을 추구하는 한성대학교의 발전과 지혜를 나타냅니다. 이는 한성대학교의 교훈인 '진리'와 '지선'과도 통하는 상징적 관계를 갖고 있습니다.

---"
./data/hansung_data/hubby.txt,한성대학교의 인재상은 무엇인가요?,"한성대학교의 인재상은 창의적 전문인, 포용적 사회인, 열린 세계인입니다.

---"
./data/hansung_data/hubby.txt,한성대학교의 교표는 어떤 변화를 거쳤나요?,"한성대학교의 교표는 1972년 한성여자대학 시절부터 시작해, 1978년 한성대학, 1984년 한성대학교로 변환되면서 각각의 시기마다 다른 디자인을 가지게 되었습니다. 초기 교표는 영문 교명인 'Hansung Womens College'와 'Hansung College'가 사용되었고, 이후 거북 문양과 육각형 디자인이 도입되었습니다.

---"
./data/hansung_data/hubby.txt,한성대학교의 슬로건 중 하나는 무엇인가요?,"한성대학교의 슬로건 중 하나는 ""한성이 만든 오늘, 세상이 만날 내일""입니다.

---"
./data/hansung_data/hubby.txt,한성대학교의 마스코트 '상상부기'는 무엇을 모티브로 했나요?,"한성대학교의 마스코트 '상상부기'는 학교의 상징동물인 거북이를 모티브로 하여 상상력거북이라는 캐릭터로 만들어졌습니다.

---"
./data/hansung_data/hubby.txt,한성대학교의 주요 행사 중 '대동제'는 언제 열리나요?,"대동제는 매년 5월에 열리는 주요 행사로, 댄스 페스티벌 등의 다양한 프로그램이 포함됩니다.

---"
./data/hansung_data/hubby.txt,한성대학교 동아리 가입 절차는 어떻게 되나요?,"동아리에 가입하려는 학생은 1학기 동안 동아리 활동을 참관하며 성격과 적격 여부를 판단한 뒤 2학기 초에 가입할 수 있습니다. 신입생은 1학기에 준회원으로, 2학기에 정회원으로 가입할 수 있습니다.

---"
./data/hansung_data/hubby.txt,한성대학교의 교가는 누가 작사작곡했나요?,"한성대학교의 교가는 정연길이 작사하고 이영조가 작곡했습니다.

---"
./data/hansung_data/hubby.txt,한성대학교의 '삼학송'은 어떤 의미를 가지고 있나요?,"삼학송은 홍익한, 윤집, 오달제 삼학사의 절개를 상징하며, 한성대학교 설립자 우촌 김의형 박사가 손수 키운 소나무 세 그루입니다. 이는 젊은 학도의 기개를 함양하는 상징목으로 간주되어 있습니다."
./data/hansung_data/student_information.txt,한성대학교의 학번 구조는 어떻게 되나요?,"한성대학교의 학번은 7자리로 구성되며, 맨 앞 2자리는 입학년도, 세 번째 자리는 단과대학 번호, 네 번째 자리는 학부과 번호를 의미합니다. 예를 들어, 22학번 디자인대학 ICT디자인학부 학생의 학번은 2253xxx 입니다."
./data/hansung_data/student_information.txt,한성대학교 학생증은 어떻게 발급받나요?,"한성대학교의 실물 학생증은 상상관 1층에 위치한 학생원스톱지원센터에서 발급받을 수 있으며, 신규발급은 무료이고 재발급은 수수료 2000원을 납부해야 합니다. 기본적으로 종합정보시스템에 등록된 사진이 사용되지만 다른 사진으로 발급을 원할 경우 사진 파일을 가져가면 됩니다."
./data/hansung_data/student_information.txt,한성대학교의 주요 학습공간은 어디에 있나요?,"한성대학교의 주요 학습공간으로는 러닝커먼스와 상상커먼스, 학술정보관의 열람실과 그룹스터디실, 상상베이스, 창업라운지 등이 있습니다. 이러한 공간들은 학습과 휴식을 동시에 할 수 있는 자유 공간으로 운영되고 있습니다."
./data/hansung_data/student_information.txt,한성대학교의 고시반 제도는 무엇인가요?,"한성대학교의 고시반 제도는 매년 입반시험을 통해 행정고시, CPA(공인회계사), 감정평가사, 관세사, 임용고사 등을 준비하는 학생들을 선발하여 고시원 입실 자격과 고시준비관련 장학금을 학기별로 지원하는 제도입니다."
./data/hansung_data/student_information.txt,한성대학교의 기숙사 생활 정책은 어떻게 되나요?,"한성대학교의 기숙사 상상빌리지는 24:00~05:00 통행금지 시간이 있으며, 이 시간에 출입하면 벌점이 부과됩니다. 지하에는 편의점, 독서실, 헬스장 등의 편의시설이 있어 기숙사생뿐만 아니라 일반 학생들도 이용 가능하지만, 22시 이후로는 출입이 제한됩니다."
./data/hansung_data/student_information.txt,한성대학교에서 이용할 수 있는 학사 시스템 사이트는 무엇인가요?,"한성대학교의 주요 학사 시스템 사이트로는 종합정보시스템(info.hansung.ac.kr), eClass(learn.hansung.ac.kr), 글쓰기센터(writingcenter.hansung.ac.kr), 스마트자기관리시스템(hsportal.hansung.ac.kr) 등이 있습니다. 각 사이트는 수업관리, 과제 제출, 비교과 프로그램 참가 등을 제공합니다."
./data/hansung_data/student_information.txt,한성대학교의 학술정보관에서는 어떤 서비스를 이용할 수 있나요?,"한성대학교 학술정보관에서는 소장자료 조회, 대출예약, 열람실 좌석 예약 등을 할 수 있으며, 다양한 학술정보 사이트를 무료로 이용할 수 있습니다. 또한, 다양한 온라인 강의 및 자격증 강의도 무료로 수강할 수 있습니다."
./data/hansung_data/student_information.txt,한성대학교의 주요 축제는 무엇인가요?,"한성대학교의 주요 축제는 매년 봄 또는 가을에 진행되는 대동제로, 낙산가요제, 영화제, 동아리 공연 등의 행사가 진행됩니다. 과거에는 노천극장에서 공연이 진행되었으나, 현재는 풋살장에 무대를 설치해 공연을 진행합니다."
./data/hansung_data/student_information.txt,한성대학교의 학생복지 관련 편의시설은 무엇이 있나요?,"한성대학교의 학생복지 관련 편의시설로는 상상관 통합기자재실에서의 노트북 대여, 진리관 학생복지위원회에서의 보조배터리, 우산, 담요 등의 대여, 교내 와이파이 무료 이용, 그리고 다양한 장학제도가 있습니다."
./data/hansung_data/student_information.txt,한성대학교의 인재상에 대해 설명해 주세요.,"한성대학교의 인재상은 창의적 전문인, 포용적 사회인, 열린 세계인으로 구성되어 있습니다."
./data/hansung_data/student_information.txt,한성대학교의 상징 동물은 무엇인가요?,한성대학교의 상징 동물은 거북입니다. 거북은 슬기롭고 짧은 기간 내에 성장하며 유구한 발전을 추구하는 의미를 담고 있습니다.
./data/hansung_data/student_information.txt,한성대학교의 교표 변화 과정을 알고 싶어요.,"한성대학교는 여러 번 교표를 변경했습니다. 1972년부터 1978년까지는 ""Hansung Women's College"" 교표를 사용했고, 1978년부터 1984년까지는 ""Hansung College"" 교표로 변경되었으며, 1984년부터 1991년까지는 거북 문양이 등장한 교표를 사용했습니다. 1991년부터 2007년까지는 거북을 형상화한 육각형의 문양을 사용했고, 현재는 2007년 개교 35주년을 기념하여 제작된 교표를 사용하고 있습니다."
./data/hansung_data/student_information.txt,한성대학교의 주요 슬로건은 무엇인가요?,"한성대학교의 주요 슬로건은 ""한성이 만든 오늘, 세상이 만날 내일"", ""미래를 이끌어갈 창의융합교육의 산실"", ""오고 싶은 한성대, 머물고 싶은 한성대"" 등이 있습니다."
./data/hansung_data/student_information.txt,한성대학교의 마스코트에 대해 알고 싶어요.,"한성대학교의 마스코트는 ""상상부기""입니다. 거북이에서 모티브를 얻은 상상력거북이로, 2020년부터 사용되기 시작했으며, 인형, 우산, 에코백 등의 굿즈로 만들어져 많은 사랑을 받고 있습니다. 또한 상상부기 프렌즈라는 캐릭터도 있습니다."
./data/hansung_data/student_information.txt,한성대학교의 교가에 대해 설명해 주세요.,"한성대학교의 교가는 정연길이 작사하고 이영조가 작곡한 곡입니다. 1절과 2절, 후렴으로 구성되어 있으며, 낙산언덕의 슬기의 샘물과 삼학송 푸른 뜻을 담은 가사로 학교의 이상과 가치를 노래하고 있습니다."
./data/hansung_data/student_information.txt,한성대학교 학술정보관에서 제공하는 서비스는 무엇인가요?,"한성대학교 학술정보관에서는 소장자료 조회 및 대출 예약, 열람실 좌석 예약 등을 할 수 있으며, 여러 학술정보 사이트를 무료로 이용할 수 있고, 다양한 자격증 강의도 무료로 수강할 수 있습니다."
./data/hansung_data/student_information.txt,한성대학교에서 제공하는 웹메일 서비스는 어떤 것인가요?,"한성대학교는 구글앱스를 연동한 웹메일 서비스를 제공하며, 이를 통해 구글 드라이브와 같은 클라우드 서비스도 사용할 수 있습니다."
./data/hansung_data/student_information.txt,한성대학교에는 어떤 건강체육시설이 있나요?,"한성대학교에는 체력단련실, 탁구장, 라켓볼장, 요가실, GX룸, 풋살장, 체육관, 건강관리실, 샤워실 등의 다양한 건강체육시설이 있으며, 재학생들은 무료로 이용할 수 있습니다.

끝내줘."
./data/hansung_data/school_information.txt,한성대학교에서 융합전공 I을 이수할 경우 총 몇 학점을 이수해야 하나요?,융합전공 I을 이수할 경우 총 78학점을 이수해야 합니다.
./data/hansung_data/school_information.txt,일반휴학은 최대 몇 학기 동안 가능한가요?,일반휴학은 재학기간 중 통산 3년(6학기) 가능합니다.
./data/hansung_data/school_information.txt,한성대학교의 트랙제도에서 제2트랙을 선택할 때 제한이 있나요?,"제2트랙은 인문, 자연, 예체능 상관없이 모든 전공 중에서 자유롭게 선택할 수 있습니다."
./data/hansung_data/school_information.txt,한성대학교의 학사경고는 몇 회 이상 받으면 제적되나요?,연속 3회 또는 통산 5회 학사경고를 받은 경우 제적됩니다.
./data/hansung_data/school_information.txt,한성대학교의 크리에이티브인문예술대학에 속한 트랙 중 하나를 말해보세요.,영미문화콘텐츠트랙이 있습니다.
./data/hansung_data/school_information.txt,한성대학교의 일반전과부의 지원 자격 조건 중 하나는 무엇인가요?,"3, 4, 5, 6, 7학기 재학 중인 학생으로 징계처분을 받은 사실이 없는 자입니다."
./data/hansung_data/school_information.txt,한성대학교의 미래융합사회과학대학에 속하는 트랙 중 하나를 말해보세요.,경제금융투자트랙이 있습니다.
./data/hansung_data/school_information.txt,한성대학교의 재수강 시 취득 가능한 최대 성적은 얼마인가요?,재수강 시 취득 가능한 최대 성적은 A0입니다.
